localpath,catalog,roughness
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1481_ko_0.tif,1481,0.1429188628189795
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1482_ai_1.tif,1482,0.0269225201742896
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1495_dv_2.tif,1495,0.024359177281735
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1496_dv_2.tif,1496,0.0263778064186759
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1497_dv_1.tif,1497,0.0455716376175824
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1499_kv_0.tif,1499,0.0234708184944131
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1500_ka_1.tif,1500,0.0243345772642871
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1525_dv_0.tif,1525,0.0526085302666383
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/162_ac_1.tif,162,0.0227380152854673
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1688_dw_1.tif,1688,0.0308326075151977
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1692_ai_0.tif,1692,0.0311345924216424
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1694_ai_1.tif,1694,0.0514704337047156
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1715_kk_1.tif,1715,0.014809612819922
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1717_ac_2.tif,1717,0.0158309810137621
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1718_ac_2.tif,1718,0.0285043784090975
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1719_ac_1.tif,1719,0.0149168672798891
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1720_ac_1.tif,1720,0.0154818395750136
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1721_ac_2.tif,1721,0.0270100549948021
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1722_ac_0.tif,1722,0.0280233521545164
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1723_ac_1.tif,1723,0.0270470173157874
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1724_ac_1.tif,1724,0.0297932800081896
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1725_ac_2.tif,1725,0.0310414317139171
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1726_ac_0.tif,1726,0.0294066213022366
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1729_id_2.tif,1729,0.0770606700155572
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1754_ac_0.tif,1754,0.0559839473230159
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1755_ka_2.tif,1755,0.0552002907825727
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1757_kv_0.tif,1757,0.0202143112448399
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1758_kk_0.tif,1758,0.0328566113437796
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1759_kv_2.tif,1759,0.0185630756823335
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1760_kv_0.tif,1760,0.0224450910435379
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1761_kk_2.tif,1761,0.0297577708011907
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1782_ab_2.tif,1782,0.0175996836406481
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1785_ab_2.tif,1785,0.0145143993522699
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1791_ab_0.tif,1791,0.0841701740261718
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1792_hh_2.tif,1792,0.045589231818804
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1793_kk_2.tif,1793,0.0268456125328145
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1794_hp_0.tif,1794,0.0205910805972623
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1795_ko_1.tif,1795,0.0526973821936279
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1797_kk_1.tif,1797,0.0251202058152039
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1815_ib_0.tif,1815,0.0589838689741851
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1816_ib_1.tif,1816,0.0588114542017775
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1819_ib_0.tif,1819,0.0168769778651704
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1821_ib_2.tif,1821,0.0644608413917272
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1826_dv_2.tif,1826,0.0248377991217638
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1828_km_2.tif,1828,0.0416630560763664
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1834_dv_1.tif,1834,0.0420643845023544
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1838_ab_0.tif,1838,0.06561450693668
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1850_kk_2.tif,1850,0.0231946118240238
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1851_kk_0.tif,1851,0.0339030123150157
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1853_dv_2.tif,1853,0.0229535186939411
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1854_kk_0.tif,1854,0.0294647988291199
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/1872_kk_0.tif,1872,0.0360638386497602
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/191_kk_3.tif,191,0.0230884255173608
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2000_kb_1.tif,2000,0.0864527078957103
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2005_kb_1.tif,2005,0.0531688561156182
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/201_kv_0.tif,201,0.018407917681427
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2027_kv_0.tif,2027,0.0260313875558217
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2034_kr_1.tif,2034,0.013319459007121
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2046_kk_2.tif,2046,0.0367858379472656
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2047_kk_0.tif,2047,0.021875255251125
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2093_kv_1.tif,2093,0.0267770727392828
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2096_kk_0.tif,2096,0.0263782752219415
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2097_km_0.tif,2097,0.0352012712815378
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2098_kk_1.tif,2098,0.0376947814267651
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2104_ic_0.tif,2104,0.0370212670462231
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2105_kb_1.tif,2105,0.0511021170536542
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2106_kk_2.tif,2106,0.0245075256280561
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2107_kk_2.tif,2107,0.0281032917751281
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/210_dv_0.tif,210,0.0403259698583705
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2127_kv_1.tif,2127,0.0185613775766335
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2138_kv_0.tif,2138,0.0199826385215358
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2139_kv_0.tif,2139,0.0200653400423156
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2140_kv_2.tif,2140,0.0208798515396272
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2156_dv_2.tif,2156,0.0267900670839012
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/215_ko_0.tif,215,0.0239080531884261
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2169_kv_1.tif,2169,0.0276955315625335
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2177_ac_1.tif,2177,0.0258740857568791
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2178_ac_1.tif,2178,0.0263482836092661
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2179_im_2.tif,2179,0.0175728824692431
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2182_dv_2.tif,2182,0.1314206331812016
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2183_dv_2.tif,2183,0.0337326223729166
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2189_kk_0.tif,2189,0.0269186532803376
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2193_ic_0.tif,2193,0.0209368700419928
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2221_dv_0.tif,2221,0.018200548600176
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2223_dv_0.tif,2223,0.0372477846426783
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2228_da_2.tif,2228,0.037067647925704
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2229_dv_1.tif,2229,0.0200603085802045
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2230_dv_1.tif,2230,0.0387047350133573
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/223_ka_2.tif,223,0.0522049429487424
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/226_ka_1.tif,226,0.034207794930096
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2302_dv_2.tif,2302,0.0198073418445134
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2313_km_1.tif,2313,0.0953955846035562
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2314_km_1.tif,2314,0.1133915706845986
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2315_kk_1.tif,2315,0.0328132327074751
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2316_km_0.tif,2316,0.0249796799613967
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2317_kk_1.tif,2317,0.0395977551827963
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2321_ko_2.tif,2321,0.037530786167942
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2323_ko_0.tif,2323,0.033986037024538
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2324_kk_2.tif,2324,0.0226241848848929
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2325_kk_0.tif,2325,0.0381542087177594
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2326_ko_1.tif,2326,0.1103054988711955
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2329_ko_0.tif,2329,0.0409668564717366
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2330_kk_2.tif,2330,0.0271776223434616
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2331_kk_2.tif,2331,0.0230393855536525
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2332_kk_0.tif,2332,0.0264877594320872
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2333_kk_0.tif,2333,0.0337033064487586
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2334_kk_0.tif,2334,0.0317467142243917
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2335_km_1.tif,2335,0.0203396610372507
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2336_kk_1.tif,2336,0.0316963649795419
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2337_ko_1.tif,2337,0.0240816488745272
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2338_km_0.tif,2338,0.0249552082134975
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2340_kk_1.tif,2340,0.0287567077367928
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2343_ko_1.tif,2343,0.0310062969783362
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2344_kk_1.tif,2344,0.0223308761978835
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2345_kk_2.tif,2345,0.0357417654031447
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2346_kk_1.tif,2346,0.0231188043751563
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2347_kv_0.tif,2347,0.0148643167525413
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2348_kb_2.tif,2348,0.0423307599525554
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2349_kb_0.tif,2349,0.0367731706909476
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2350_kb_1.tif,2350,0.036992549622416
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2351_kb_2.tif,2351,0.0494142482939633
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/236_ka_1.tif,236,0.1079213466347318
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2378_ab_1.tif,2378,0.0175316907930403
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2379_ab_2.tif,2379,0.0153992246072792
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2380_ab_2.tif,2380,0.0157501015699195
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2381_ab_0.tif,2381,0.028614825039585
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2382_ai_0.tif,2382,0.0921933889654041
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2407_kk_0.tif,2407,0.0242577483918901
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2408_kk_0.tif,2408,0.0255249376740179
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2410_kk_1.tif,2410,0.0220736644253133
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2427_kb_0.tif,2427,0.0344372550107068
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2428_kb_1.tif,2428,0.0377299293509107
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2429_kb_1.tif,2429,0.0356291773001324
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2430_kb_2.tif,2430,0.0447634094071696
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2431_kb_0.tif,2431,0.0411563590416587
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2453_kb_1.tif,2453,0.0235991245385942
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2454_kb_1.tif,2454,0.0476351303892308
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2456_kb_0.tif,2456,0.0242807461509264
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2458_kb_0.tif,2458,0.0406453130291755
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/250_ka_0.tif,250,0.0538098981252379
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/251_ko_1.tif,251,0.0548112236862548
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/252_ka_1.tif,252,0.1163347864945385
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2561_da_2.tif,2561,0.0298591733345378
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2565_da_2.tif,2565,0.0263961966356709
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2566_ka_2.tif,2566,0.0223645842350865
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2603_ac_1.tif,2603,0.0210507251084499
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2613_kk_1.tif,2613,0.0257214993942469
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2614_kk_2.tif,2614,0.0260617157699144
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2615_kk_0.tif,2615,0.023741239852009
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2616_kk_1.tif,2616,0.0256023346934149
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2617_kk_2.tif,2617,0.0243400242512966
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2619_kk_2.tif,2619,0.0264518213573376
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2620_kb_0.tif,2620,0.0379925491130396
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2632_ab_2.tif,2632,0.0243160922564197
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2636_kp_0.tif,2636,0.0312331451391189
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2749_ac_1.tif,2749,0.0267211058864058
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2750_ic_2.tif,2750,0.0172988018967812
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2760_kv_2.tif,2760,0.0234049746861985
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2780_ac_0.tif,2780,0.1005119597354856
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2883_kv_1.tif,2883,0.0228218492576232
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2884_kv_0.tif,2884,0.0246295150342944
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2886_kv_1.tif,2886,0.0225081004410305
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2888_hn_2.tif,2888,0.0194395521556384
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2921_dv_2.tif,2921,0.0493234372466685
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2966_d2_0.tif,2966,0.0272288111234622
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/2_kk_2.tif,2,0.0270443174002319
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3016_ab_1.tif,3016,0.0152562586238025
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3043_aa_0.tif,3043,0.1018643857533509
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3067_dv_1.tif,3067,0.1287023946781434
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3103_ab_1.tif,3103,0.0164664866678843
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3109_kv_2.tif,3109,0.0203866341881917
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/318_kv_0.tif,318,0.0207417492520113
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/320_kk_2.tif,320,0.0268940822323338
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3210_ic_1.tif,3210,0.0157643672533275
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3211_ic_2.tif,3211,0.0143717607416523
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3212_ic_0.tif,3212,0.0231379751783941
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/3216_ib_0.tif,3216,0.0721944268441081
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/363_kk_2.tif,363,0.0371849361484605
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/364_kk_1.tif,364,0.0181643099025374
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/365_kk_1.tif,365,0.030254015634625
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/372_ab_3.tif,372,0.0236292252253166
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/390_kk_1.tif,390,0.0356382581668152
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/392_kv_1.tif,392,0.0165830371013623
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/394_kv_2.tif,394,0.0178169042261154
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/395_kv_0.tif,395,0.0232578569386702
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/396_kk_1.tif,396,0.03722421628171
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4148_ko_1.tif,4148,0.0279751060857116
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4162_ap_2.tif,4162,0.0192466628752221
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4167_ko_2.tif,4167,0.0368457226814307
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4188_dv_0.tif,4188,0.055841752104654
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4189_ib_2.tif,4189,0.0680324687818361
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4190_kc_1.tif,4190,0.0259285258456323
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4194_hh_2.tif,4194,0.0238909756645986
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4201_da_2.tif,4201,0.0288902999487333
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4214_ib_2.tif,4214,0.049523640344494
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4215_ib_0.tif,4215,0.0766119836444788
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4216_ib_1.tif,4216,0.074368436447058
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4217_ib_0.tif,4217,0.0833243618054742
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4219_kc_0.tif,4219,0.0196214068442837
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4220_kc_1.tif,4220,0.0207431046669215
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4221_ib_2.tif,4221,0.0570098118457642
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4223_ib_1.tif,4223,0.0776674362318137
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4224_kr_0.tif,4224,0.0134650865541402
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4227_dw_2.tif,4227,0.0396281529828366
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4228_dv_2.tif,4228,0.0279730001873907
/Volumes/G-DRIVE Thunderbolt 3/genome_texture/LML Collection/texture_binder4_jd/4235_kc_2.tif,4235,0.0282677969041466
